[Zone]  ID=port29; dark=True; timeUntilNewDay=24; showFogOfWar=False; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=True; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=PM-Exotic2; travelSongVolume=1; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p61; zoneGrassPalette=p61; zoneGrassDarkPalette=pCoralHilt; zoneStonePalette=p13; zoneStoneDarkPalette=pSilver; zoneStoneLightPalette=pVolskarnEmpty; zoneWaterPalette=pBlue2; zoneDirtDarkPalette=p60; zoneWoodPalette=pRedbrown2; zoneWoodDarkPalette=pBrown; zoneMisc1Palette=p10; zoneMisc2Palette=p14; zoneMisc3Palette=p44; zoneMisc4Palette=p29; zoneMisc5Palette=p30; zoneMisc6Palette=p43; zoneMisc7Palette=pYellow; zoneMisc8Palette=pYellow4; 

combatMode=False; zoneFX=w_cloudshade;zoneFXTime=9999999;zoneFX_x=0;zoneFX_y=0;zoneFX=w_snow;zoneFXTime=1;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=wall2_style2; q=1; x=8; y=7;
[Item] ID=wall4_style7_p; q=2; x=39; y=25;
[Item] ID=roof2_flat7; q=2; x=39; y=25;
[Item] ID=roof1_ornament2; q=2; x=39; y=25;
[Item] ID=wall1_style7_p; q=2; x=39; y=26;
[Item] ID=cantBlackenTile; q=1; x=39; y=26;
[Item] ID=wall4_style7_p; q=2; x=39; y=27;
[Item] ID=cantBlackenTile; q=1; x=39; y=27;
[Item] ID=sign_wall2; q=1; x=39; y=27;
[Item] ID=sign_icon_boat; q=1; x=39; y=27;
[Item] ID=wall2_style7_p; q=2; x=39; y=30;
[Item] ID=roof2_flat2; q=2; x=39; y=30;
[Item] ID=roof2_flat5; q=1; x=39; y=31;
[Item] ID=stool3; q=1; x=39; y=31;
[Item] ID=travelPoint_0C; q=1; r=90; x=39; y=31;
[Item] ID=item_cantGrabOrPlace; q=1; x=39; y=31;
[Item] ID=roof2_flat5; q=1; x=39; y=32;
[Item] ID=table_left; q=1; x=39; y=32;
[Item] ID=tableclothL1; q=3; x=39; y=32;
[Item] ID=travelPoint_9C; q=1; x=39; y=32;
[Item] ID=roof2_flat8; q=2; x=39; y=33;
[Item] ID=stool3; q=1; x=39; y=33;
[Item] ID=travelPoint_1C; q=1; r=270; x=39; y=33;
[Item] ID=item_cantGrabOrPlace; q=1; x=39; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=39; y=34;
[Item] ID=table_left; q=1; x=39; y=34;
[Item] ID=tableclothL1; q=3; x=39; y=34;
[Item] ID=mug_beer; q=1; x=39; y=34;
[Item] ID=item_cantGrabOrPlace; q=1; x=39; y=34;
[Item] ID=wall5_style7_p; q=2; x=39; y=35;
[Item] ID=cantBlackenTile; q=1; x=39; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=39; y=36;
[Item] ID=shoreEdge1; q=1; x=39; y=42;
[Item] ID=wall2_style2; q=1; x=40; y=7;
[Item] ID=roof2_flat5; q=1; x=40; y=7;
[Item] ID=roof2_flat5; q=1; x=40; y=8;
[Item] ID=roof2_flat5; q=1; x=40; y=9;
[Item] ID=carpet6; q=6; x=40; y=9;
[Item] ID=carpet_edge2; q=6; x=40; y=9;
[Item] ID=roof2_flat5; q=1; x=40; y=10;
[Item] ID=carpet6; q=6; x=40; y=10;
[Item] ID=stool3; q=1; x=40; y=10;
[Item] ID=item_cantGrabOrPlace; q=1; x=40; y=10;
[Item] ID=roof2_flat5; q=1; x=40; y=11;
[Item] ID=carpet6; q=6; x=40; y=11;
[Item] ID=stool3; q=1; x=40; y=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=40; y=11;
[Item] ID=roof2_flat5; q=1; x=40; y=12;
[Item] ID=carpet6; q=6; x=40; y=12;
[Item] ID=carpet_edge2; q=6; r=180; x=40; y=12;
[Item] ID=roof2_flat5; q=1; x=40; y=13;
[Item] ID=roof2_flat5; q=1; x=40; y=14;
[Item] ID=roof2_flat5; q=1; x=40; y=15;
[Item] ID=stand_cornerTop; q=1; r=-360; x=40; y=15;
[Item] ID=roof2_flat5; q=1; x=40; y=16;
[Item] ID=stand_cornerBtm; q=1; r=-360; x=40; y=16;
[Item] ID=roof2_flat8; q=2; x=40; y=17;
[Item] ID=wall2_style2_roof; q=1; x=40; y=18;
[Item] ID=wall5_style2; q=1; x=40; y=19;
[Item] ID=cantBlackenTile; q=1; x=40; y=19;
[Item] ID=ice_rocks; q=1; x=40; y=20;
[Item] ID=wall2_style7_p; q=2; x=40; y=22;
[Item] ID=roof2_flat2; q=2; x=40; y=22;
[Item] ID=roof2_flat5; q=1; x=40; y=23;
[Item] ID=roof1_ornament2; q=1; x=40; y=23;
[Item] ID=shelves_big_stuff6; q=1; x=40; y=23;
[Item] ID=roof2_flat5; q=1; x=40; y=24;
[Item] ID=roof2_flat8; q=2; x=40; y=25;
[Item] ID=wall2_style7_roof_p; q=2; x=40; y=26;
[Item] ID=debris_wood_dark; q=1; x=40; y=26;
[Item] ID=wall5_style7_p; q=2; x=40; y=27;
[Item] ID=cantBlackenTile; q=1; x=40; y=27;
[Item] ID=dirt_sandy1; q=2; r=360; x=40; y=28;
[Item] ID=dirt_sandy2; q=3; r=270; x=40; y=28;
[Item] ID=wall2_style7_p; q=2; x=40; y=30;
[Item] ID=roof2_flat2; q=2; x=40; y=30;
[Item] ID=roof2_flat5; q=1; x=40; y=31;
[Item] ID=stool3; q=1; x=40; y=31;
[Item] ID=travelPoint_2C; q=1; r=90; x=40; y=31;
[Item] ID=item_cantGrabOrPlace; q=1; x=40; y=31;
[Item] ID=roof2_flat5; q=1; x=40; y=32;
[Item] ID=table_right; q=1; x=40; y=32;
[Item] ID=tableclothR1; q=3; x=40; y=32;
[Item] ID=roof2_flat8; q=2; x=40; y=33;
[Item] ID=stool3; q=1; x=40; y=33;
[Item] ID=travelPoint_3C; q=1; r=270; x=40; y=33;
[Item] ID=item_cantGrabOrPlace; q=1; x=40; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=40; y=34;
[Item] ID=table_right; q=1; x=40; y=34;
[Item] ID=tableclothR1; q=3; x=40; y=34;
[Item] ID=wall5_style7_p; q=2; x=40; y=35;
[Item] ID=cantBlackenTile; q=1; x=40; y=35;
[Item] ID=travelPoint_1D; q=1; r=90; x=40; y=36;
[Item] ID=wall2_style2; q=1; x=41; y=7;
[Item] ID=roof2_flat5; q=1; x=41; y=7;
[Item] ID=mount_item; q=1; x=41; y=7;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=7;
[Item] ID=flail_mythril; q=1; x=41; y=7; containerID=32;
[Item] ID=roof2_flat5; q=1; x=41; y=8;
[Item] ID=roof2_flat5; q=1; x=41; y=9;
[Item] ID=carpet6; q=6; x=41; y=9;
[Item] ID=carpet_corner2; q=6; r=90; x=41; y=9;
[Item] ID=roof2_flat5; q=1; x=41; y=10;
[Item] ID=stand_cornerTop; q=1; x=41; y=10;
[Item] ID=mug_beer; q=1; x=41; y=10;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=10;
[Item] ID=roof2_flat5; q=1; x=41; y=11;
[Item] ID=stand_cornerBtm; q=1; x=41; y=11;
[Item] ID=band_ruin; q=1; x=41; y=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=11;
[Item] ID=roof2_flat5; q=1; x=41; y=12;
[Item] ID=roof1_ornament2; q=1; x=41; y=12;
[Item] ID=carpet6; q=6; x=41; y=12;
[Item] ID=carpet_corner2; q=6; r=180; x=41; y=12;
[Item] ID=stool3; q=1; x=41; y=12;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=12;
[Item] ID=roof2_flat5; q=1; x=41; y=13;
[Item] ID=roof2_flat5; q=1; x=41; y=14;
[Item] ID=roof2_flat5; q=1; x=41; y=15;
[Item] ID=stool3; q=1; x=41; y=15;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=15;
[Item] ID=roof2_flat5; q=1; x=41; y=16;
[Item] ID=roof1_ornament2; q=1; x=41; y=16;
[Item] ID=stool3; q=1; x=41; y=16;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=16;
[Item] ID=roof2_flat8; q=2; x=41; y=17;
[Item] ID=wall2_style2_roof; q=1; x=41; y=18;
[Item] ID=wall5_style2; q=1; x=41; y=19;
[Item] ID=cantBlackenTile; q=1; x=41; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=41; y=20;
[Item] ID=wall2_style7_p; q=2; x=41; y=22;
[Item] ID=roof2_flat2; q=2; x=41; y=22;
[Item] ID=roof2_flat5; q=1; x=41; y=23;
[Item] ID=shelves_big_empty1; q=1; r=-360; x=41; y=23;
[Item] ID=roof2_flat5; q=1; x=41; y=24;
[Item] ID=roof2_flat8; q=2; x=41; y=25;
[Item] ID=wall2_style7_roof_p; q=2; x=41; y=26;
[Item] ID=doorway_square_staticP_top; q=1; x=41; y=26;
[Item] ID=wall5_style7_p; q=2; x=41; y=27;
[Item] ID=doorway_square_staticP; q=1; x=41; y=27;
[Item] ID=cantBlackenTile; q=1; x=41; y=27;
[Item] ID=dirt_sandy2; q=3; r=-270; x=41; y=28;
[Item] ID=wall2_style7_p; q=2; x=41; y=30;
[Item] ID=roof2_flat2; q=2; x=41; y=30;
[Item] ID=roof2_flat5; q=1; x=41; y=31;
[Item] ID=roof1_ornament2; q=1; x=41; y=31;
[Item] ID=travelPoint_7D; q=1; r=90; x=41; y=31;
[Item] ID=roof2_flat5; q=1; x=41; y=32;
[Item] ID=stool3; q=1; x=41; y=32;
[Item] ID=travelPoint_5C; q=1; r=180; x=41; y=32;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=32;
[Item] ID=roof2_flat8; q=2; x=41; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=41; y=34;
[Item] ID=stool3; q=1; x=41; y=34;
[Item] ID=travelPoint_1B; q=1; r=180; x=41; y=34;
[Item] ID=item_cantGrabOrPlace; q=1; x=41; y=34;
[Item] ID=wall5_style7_p; q=2; x=41; y=35;
[Item] ID=cantBlackenTile; q=1; x=41; y=35;
[Item] ID=wall2_style2; q=1; x=42; y=7;
[Item] ID=roof2_flat5; q=1; x=42; y=7;
[Item] ID=roof2_flat5; q=1; x=42; y=8;
[Item] ID=roof2_flat5; q=1; x=42; y=9;
[Item] ID=stool3; q=1; x=42; y=9;
[Item] ID=item_cantGrabOrPlace; q=1; x=42; y=9;
[Item] ID=roof2_flat5; q=1; x=42; y=10;
[Item] ID=stand_cornerTop; q=1; r=-360; x=42; y=10;
[Item] ID=roof2_flat5; q=1; x=42; y=11;
[Item] ID=stand_cornerBtm; q=1; r=-360; x=42; y=11;
[Item] ID=roof2_flat5; q=1; x=42; y=12;
[Item] ID=roof2_flat5; q=1; x=42; y=13;
[Item] ID=roof2_flat5; q=1; x=42; y=14;
[Item] ID=roof2_flat5; q=1; x=42; y=15;
[Item] ID=roof2_flat5; q=1; x=42; y=16;
[Item] ID=roof2_flat8; q=2; x=42; y=17;
[Item] ID=wall2_style2_roof; q=1; x=42; y=18;
[Item] ID=wall5_style2; q=1; x=42; y=19;
[Item] ID=cantBlackenTile; q=1; x=42; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=42; y=20;
[Item] ID=wall2_style7_p; q=2; x=42; y=22;
[Item] ID=roof2_flat2; q=2; x=42; y=22;
[Item] ID=lamp_wall_off; q=1; x=42; y=22;
[Item] ID=roof2_flat5; q=1; x=42; y=23;
[Item] ID=debris_wood; q=1; r=-360; x=42; y=23;
[Item] ID=saw; q=1; x=42; y=23;
[Item] ID=item_cantGrabOrPlace; q=1; x=42; y=23;
[Item] ID=roof2_flat5; q=1; x=42; y=24;
[Item] ID=roof2_flat8; q=2; x=42; y=25;
[Item] ID=wall2_style7_roof_p; q=2; x=42; y=26;
[Item] ID=wall5_style7_p; q=2; x=42; y=27;
[Item] ID=cantBlackenTile; q=1; x=42; y=27;
[Item] ID=dirt_sandy1; q=1; r=180; x=42; y=28;
[Item] ID=dirt_sandy2; q=2; r=270; x=42; y=28;
[Item] ID=wall3_style7_p; q=2; x=42; y=30;
[Item] ID=roof2_flat3; q=2; x=42; y=30;
[Item] ID=roof1_ornament2; q=2; x=42; y=30;
[Item] ID=wall6_style7_p; q=2; x=42; y=31;
[Item] ID=roof2_flat6; q=2; x=42; y=31;
[Item] ID=wall6_style7_p; q=2; x=42; y=32;
[Item] ID=roof2_flat6; q=2; x=42; y=32;
[Item] ID=wall6_style7_p; q=2; x=42; y=33;
[Item] ID=roof2_flat9; q=2; x=42; y=33;
[Item] ID=roof1_ornament2; q=2; x=42; y=33;
[Item] ID=wall3_style7_p; q=2; x=42; y=34;
[Item] ID=cantBlackenTile; q=1; x=42; y=34;
[Item] ID=wall6_style7_p; q=2; x=42; y=35;
[Item] ID=cantBlackenTile; q=1; x=42; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=42; y=36;
[Item] ID=rubble; q=1; x=42; y=40;
[Item] ID=wall2_style2; q=1; x=43; y=7;
[Item] ID=roof2_flat5; q=1; x=43; y=7;
[Item] ID=doorway_square_locked_staticP; q=1; x=43; y=7;
[Item] ID=roof2_flat5; q=1; x=43; y=8;
[Item] ID=roof2_flat5; q=1; x=43; y=9;
[Item] ID=roof2_flat5; q=1; x=43; y=10;
[Item] ID=roof2_flat5; q=1; x=43; y=11;
[Item] ID=stool3; q=1; x=43; y=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=43; y=11;
[Item] ID=roof2_flat5; q=1; x=43; y=12;
[Item] ID=roof2_flat5; q=1; x=43; y=13;
[Item] ID=roof2_flat5; q=1; x=43; y=14;
[Item] ID=brazier; q=1; x=43; y=14;
[Item] ID=roof2_flat5; q=1; x=43; y=15;
[Item] ID=roof2_flat5; q=1; x=43; y=16;
[Item] ID=roof2_flat8; q=2; x=43; y=17;
[Item] ID=wall2_style2_roof; q=1; x=43; y=18;
[Item] ID=wall5_style2; q=1; x=43; y=19;
[Item] ID=cantBlackenTile; q=1; x=43; y=19;
[Item] ID=wall2_style7_p; q=2; x=43; y=22;
[Item] ID=roof2_flat2; q=2; x=43; y=22;
[Item] ID=roof2_flat5; q=1; x=43; y=23;
[Item] ID=roof1_ornament2; q=1; x=43; y=23;
[Item] ID=chest_stone1_locked; q=1; oX=0; oY=-8; x=43; y=23; containerID=33;
[Item] ID=roof2_flat5; q=1; x=43; y=24;
[Item] ID=roof2_flat8; q=2; x=43; y=25;
[Item] ID=wall2_style7_roof_p; q=2; x=43; y=26;
[Item] ID=table_stone; q=1; x=43; y=26;
[Item] ID=boat_model1; q=1; x=43; y=26;
[Item] ID=item_cantGrabOrPlace; q=1; x=43; y=26;
[Item] ID=wall5_style7_p; q=2; x=43; y=27;
[Item] ID=cantBlackenTile; q=1; x=43; y=27;
[Item] ID=travelPoint_2D; q=1; x=43; y=31;
[Item] ID=fade_f1; q=1; x=43; y=31;
[Item] ID=fade_f1; q=1; x=43; y=32;
[Item] ID=ice_rocks; q=1; x=43; y=33;
[Item] ID=fade_f1; q=1; x=43; y=33;
[Item] ID=ice_rocks; q=1; x=43; y=34;
[Item] ID=fade_f1; q=1; x=43; y=34;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=43; y=35;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=43; y=35;
[Item] ID=shoreEdge1; q=1; x=43; y=41;
[Item] ID=wall2_style2; q=1; x=44; y=7;
[Item] ID=roof2_flat5; q=1; x=44; y=7;
[Item] ID=roof2_flat5; q=1; x=44; y=8;
[Item] ID=roof2_flat5; q=1; x=44; y=9;
[Item] ID=roof2_flat5; q=1; x=44; y=10;
[Item] ID=roof2_flat5; q=1; x=44; y=11;
[Item] ID=roof2_flat5; q=1; x=44; y=12;
[Item] ID=roof2_flat5; q=1; x=44; y=13;
[Item] ID=roof2_flat5; q=1; x=44; y=14;
[Item] ID=roof2_flat5; q=1; x=44; y=15;
[Item] ID=roof2_flat5; q=1; x=44; y=16;
[Item] ID=roof2_flat8; q=2; x=44; y=17;
[Item] ID=wall2_style2_roof; q=1; x=44; y=18;
[Item] ID=table_small; q=1; x=44; y=18;
[Item] ID=blood_pool; q=1; x=44; y=18;
[Item] ID=wall5_style2; q=1; x=44; y=19;
[Item] ID=cantBlackenTile; q=1; x=44; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=44; y=20;
[Item] ID=wall3_style7_p; q=2; x=44; y=22;
[Item] ID=roof2_flat3; q=2; x=44; y=22;
[Item] ID=roof1_ornament2; q=2; x=44; y=22;
[Item] ID=wall6_style7_p; q=2; x=44; y=23;
[Item] ID=roof2_flat6; q=2; x=44; y=23;
[Item] ID=wall6_style7_p; q=2; x=44; y=24;
[Item] ID=roof2_flat6; q=2; x=44; y=24;
[Item] ID=wall6_style7_p; q=2; x=44; y=25;
[Item] ID=roof2_flat9; q=2; x=44; y=25;
[Item] ID=roof1_ornament2; q=2; x=44; y=25;
[Item] ID=wall3_style7_p; q=2; x=44; y=26;
[Item] ID=cantBlackenTile; q=1; x=44; y=26;
[Item] ID=wall6_style7_p; q=2; x=44; y=27;
[Item] ID=cantBlackenTile; q=1; x=44; y=27;
[Item] ID=ice_rocks_wallbase; q=1; x=44; y=28;
[Item] ID=rubble; q=1; x=44; y=39;
[Item] ID=wall2_style2; q=1; x=45; y=7;
[Item] ID=roof2_flat5; q=1; x=45; y=7;
[Item] ID=painting_small7; q=1; x=45; y=7;
[Item] ID=roof2_flat5; q=1; x=45; y=8;
[Item] ID=roof2_flat5; q=1; x=45; y=9;
[Item] ID=roof2_flat5; q=1; x=45; y=10;
[Item] ID=roof2_flat5; q=1; x=45; y=11;
[Item] ID=roof2_flat5; q=1; x=45; y=12;
[Item] ID=roof1_ornament2; q=1; x=45; y=12;
[Item] ID=roof2_flat5; q=1; x=45; y=13;
[Item] ID=roof2_flat5; q=1; x=45; y=14;
[Item] ID=roof2_flat5; q=1; x=45; y=15;
[Item] ID=roof2_flat5; q=1; x=45; y=16;
[Item] ID=roof1_ornament2; q=1; x=45; y=16;
[Item] ID=table_small; q=1; x=45; y=16;
[Item] ID=bandage; q=1; x=45; y=16;
[Item] ID=roof2_flat8; q=2; x=45; y=17;
[Item] ID=stool3; q=1; x=45; y=17;
[Item] ID=item_cantGrabOrPlace; q=1; x=45; y=17;
[Item] ID=wall2_style2_roof; q=1; x=45; y=18;
[Item] ID=wall5_style2; q=1; x=45; y=19;
[Item] ID=cantBlackenTile; q=1; x=45; y=19;
[Item] ID=fade_f1; q=1; x=45; y=23;
[Item] ID=fade_f1; q=1; x=45; y=24;
[Item] ID=rocks1; q=1; x=45; y=25;
[Item] ID=fade_f1; q=1; x=45; y=25;
[Item] ID=fade_f1; q=1; x=45; y=26;
[Item] ID=ice_rocks; q=1; x=45; y=27;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=45; y=27;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=45; y=27;
[Item] ID=ice_rocks; q=1; x=45; y=28;
[Item] ID=travelPoint_6D; q=1; r=180; x=45; y=37;
[Item] ID=wall2_style2; q=1; x=46; y=7;
[Item] ID=roof2_flat5; q=1; x=46; y=7;
[Item] ID=roof2_flat5; q=1; x=46; y=8;
[Item] ID=keg; q=1; x=46; y=8;
[Item] ID=roof2_flat5; q=1; x=46; y=9;
[Item] ID=barrel_open_water; q=1; x=46; y=9;
[Item] ID=roof2_flat5; q=1; x=46; y=10;
[Item] ID=roof2_flat5; q=1; x=46; y=11;
[Item] ID=roof2_flat5; q=1; x=46; y=12;
[Item] ID=roof2_flat5; q=1; x=46; y=13;
[Item] ID=roof2_flat5; q=1; x=46; y=14;
[Item] ID=roof2_flat5; q=1; x=46; y=15;
[Item] ID=roof2_flat5; q=1; x=46; y=16;
[Item] ID=roof2_flat8; q=2; x=46; y=17;
[Item] ID=bin_clothes3; q=1; x=46; y=17;
[Item] ID=wall2_style2_roof; q=1; x=46; y=18;
[Item] ID=wall5_style2; q=1; x=46; y=19;
[Item] ID=cantBlackenTile; q=1; x=46; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=46; y=20;
[Item] ID=ice_rocks; q=1; x=46; y=23;
[Item] ID=pebbles2; q=1; x=46; y=31;
[Item] ID=woodPlank; q=1; bu=True; x=46; y=37;
[Item] ID=rubble; q=1; x=46; y=38;
[Item] ID=shoreEdge1; q=1; x=46; y=40;
[Item] ID=wall2_style2; q=1; x=47; y=7;
[Item] ID=roof2_flat5; q=1; x=47; y=7;
[Item] ID=wall2_style2; q=1; x=47; y=8;
[Item] ID=roof2_flat5; q=1; x=47; y=8;
[Item] ID=wall2_style2; q=1; x=47; y=9;
[Item] ID=roof2_flat5; q=1; x=47; y=9;
[Item] ID=wall2_style2; q=1; x=47; y=10;
[Item] ID=roof2_flat5; q=1; x=47; y=10;
[Item] ID=wall2_style2; q=1; x=47; y=11;
[Item] ID=roof2_flat5; q=1; x=47; y=11;
[Item] ID=wall2_style2; q=1; x=47; y=12;
[Item] ID=roof2_flat5; q=1; x=47; y=12;
[Item] ID=wall2_style2; q=1; x=47; y=13;
[Item] ID=roof2_flat5; q=1; x=47; y=13;
[Item] ID=wall2_style2; q=1; x=47; y=14;
[Item] ID=roof2_flat5; q=1; x=47; y=14;
[Item] ID=wall2_style2; q=1; x=47; y=15;
[Item] ID=roof2_flat5; q=1; x=47; y=15;
[Item] ID=wall2_style2; q=1; x=47; y=16;
[Item] ID=roof2_flat5; q=1; x=47; y=16;
[Item] ID=wall2_style2; q=1; x=47; y=17;
[Item] ID=roof2_flat8; q=2; x=47; y=17;
[Item] ID=wall2_style2; q=1; x=47; y=18;
[Item] ID=wall2_style2_roof; q=1; x=47; y=18;
[Item] ID=wall5_style2; q=1; x=47; y=19;
[Item] ID=cantBlackenTile; q=1; x=47; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=47; y=20;
[Item] ID=rubble; q=1; x=47; y=21;
[Item] ID=rubble; q=1; x=47; y=34;
[Item] ID=debris_small3; q=1; x=47; y=36;
[Item] ID=rubble; q=1; x=47; y=37;


[Actor]ID=wilderi_port29_; name=Ulgar;
actorTypeID=wilderi; sprite=; actorClass=none; secondaryClass=; actorClass3=; actorClass4=; movementSpeed=6; position=36,31; destination=-1,-1; facingRot=90; actualRot=0; incapacitated=False; canSwap=False; canAttractAttention=True; givesXP=True; canDespawn=False; canEditAppearance=True; canLootCorpse=True; canControlFullyIfControllable=True; controllable=False; playerCanOpenInv=False; alreadyKOdOnce=False; canManipCorpse=True; idleAnimOverride=; combatMusicOverride=; statementPrefix=; hostile=False; fearless=False; unkillable=False; factionBoss=False; faction=none; combatTeam=; clothPalette=pCBlueD; skinPalette=p21; armorPalette=pUnarmored; unarmoredPalette=pUnarmored; aiScript=; aiTarget=; aiVarX=0; aiVarY=0; aiVarX2=0; aiVarY2=0; canApplyDifficultyMods=True; difficultyModeSupportAbilAdded=False; favoredHand=0; incapacitated=False; dialogNodeID=cafe; aggressiveness=0.5; bravery=0.5; intelligence=0.5; honor=0.4; aiRating_bonusToNotMoving=0; aiRating_priorityMult=1; ai_extraTime=0; totalXP=0; damageTaken=0; timesKOd=0; mountedOn=; mountedBy=; male=False; movementType=;
 headSprite=bandana_head2; faceSprite=beard_face_male; legsSprite=wilderi_legs; armLSprite=wilderi_arm3; armRSprite=wilderi_arm3; torsoSprite=npc10_torso; shoulderLSprite=; shoulderRSprite=; backSprite=wilderi_back;
 supportAbilities=;  supportAbilities=;  supportAbilities=; HP=32; MP=21; HPMax=32; MPMax=21; TrueHPMax=32; TrueMPMax=21; 

[ActorState]
canSwap=False;

[ActorEffect]
 actorValue=PhysAtk; sourceAVAffecter=av_wilderi1; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=MagAtk; sourceAVAffecter=av_wilderi2; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=backDefense; sourceAVAffecter=av_wilderi3; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=35; duration=-1;

[ActorInventory]
style=; maxWeight=100000; maxVolume=99; canContainAnything=False; infiniteStock=False; shopContainer=False; canOnlyContainItemsWithThisProperty=none; capacity=9; 
 



[Actor]ID=rasmen_port29_; name=Solwind;
actorTypeID=rasmen; sprite=; actorClass=none; secondaryClass=; actorClass3=; actorClass4=; movementSpeed=6; position=22,31; destination=-1,-1; facingRot=90; actualRot=0; incapacitated=False; canSwap=False; canAttractAttention=True; givesXP=True; canDespawn=False; canEditAppearance=True; canLootCorpse=True; canControlFullyIfControllable=True; controllable=False; playerCanOpenInv=False; alreadyKOdOnce=False; canManipCorpse=True; idleAnimOverride=; combatMusicOverride=; statementPrefix=; hostile=False; fearless=False; unkillable=False; factionBoss=False; faction=enemy; combatTeam=; clothPalette=pCBlack; skinPalette=pTeal2; armorPalette=pUnarmored; unarmoredPalette=pUnarmored; aiScript=; aiTarget=; aiVarX=0; aiVarY=0; aiVarX2=0; aiVarY2=0; canApplyDifficultyMods=True; difficultyModeSupportAbilAdded=False; favoredHand=0; incapacitated=False; dialogNodeID=merchant; aggressiveness=0.5; bravery=0.5; intelligence=0.5; honor=0.55; aiRating_bonusToNotMoving=0; aiRating_priorityMult=1; ai_extraTime=0; totalXP=0; damageTaken=0; timesKOd=0; mountedOn=; mountedBy=; male=False; movementType=;
 headSprite=robed_head; faceSprite=rasmen_face_mask12; legsSprite=template_legs; armLSprite=npc2_arm; armRSprite=npc2_arm; torsoSprite=npc3_torso; shoulderLSprite=; shoulderRSprite=; backSprite=;
 supportAbilities=;  supportAbilities=;  supportAbilities=; HP=27; MP=18; HPMax=27; MPMax=18; TrueHPMax=27; TrueMPMax=18; 

[ActorState]
canSwap=False;

[ActorEffect]
 actorValue=sight; sourceAVAffecter=av_sight; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=PhysEvaFlank; sourceAVAffecter=av_PhysEvaFlank; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=8; duration=-1;
[ActorEffect]
 actorValue=blind; sourceAVAffecter=av_unblind; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=-200; duration=-1;
[ActorEffect]
 actorValue=silence; sourceAVAffecter=av_unsilence; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=-200; duration=-1;

[ActorInventory]
style=; maxWeight=100000; maxVolume=99; canContainAnything=False; infiniteStock=False; shopContainer=False; canOnlyContainItemsWithThisProperty=none; capacity=9; 
 



[Actor]ID=scurio_port29_; name=Sain;
