[Zone]  ID=zBeach0c; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=AmbientBeach; travelSongVolume=0.6; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=71; darkG=57; darkB=86; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=oceanB; bgFX_sineWave=8; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=pYellow6; zoneGrassPalette=pGreen; zoneGrassDarkPalette=pGreen2; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=p48; zoneDirtDarkPalette=p20; zoneWoodPalette=pYellow5; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p50; zoneMisc2Palette=pWoodDark; zoneMisc3Palette=pRed3; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=rubble; q=1; x=12; y=33;
[TriggerEffect] numID=17; effectID=talk; sValue=barr; sValue2=sc_beach9a; bValue1=False; bValue2=False; fValue=0; delay=1.4; xValue=-1; yValue=-1;
[TriggerEffect] numID=17; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=22; delay=0.1; xValue=36; yValue=32;
[TriggerEffect] numID=17; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=True; fValue=0; delay=0; xValue=36; yValue=29;



[Trigger] numID=18; aliasID=tSceneB7b;
topX=31;topY=21;btmX=34;btmY=21;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=18; effectID=revive; sValue=reeve; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0.7; xValue=-1; yValue=-1;
[TriggerEffect] numID=18; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=18; effectID=talk; sValue=reeve; sValue2=sc_beach8f; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=18; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=True; fValue=0; delay=0; xValue=35; yValue=29;
[TriggerEffect] numID=18; effectID=facingRot; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=90; delay=0.01; xValue=-1; yValue=-1;



[Trigger] numID=19; aliasID=tSceneB9;
topX=26;topY=23;btmX=30;btmY=23;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=19; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=1.1; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=cutsceneMode; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=travel_point; sValue=zBeach0d; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=1.05; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=enableUI; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=animate; sValue=idle; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=fx; sValue=blackenScreen; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=removeActor; sValue=barr; sValue2=; bValue1=False; bValue2=True; fValue=0; delay=1.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=removeActor; sValue=vang; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=19; effectID=removeActor; sValue=reeve; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.01; xValue=-1; yValue=-1;



[Trigger] numID=20; aliasID=;
topX=46;topY=0;btmX=52;btmY=4;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=20; effectID=travel_point; sValue=zBeach0d; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=21; aliasID=tSceneA0;
topX=42;topY=40;btmX=46;btmY=40;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=21; effectID=song; sValue=PM-Investigation3; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=67; yValue=-1;



[Trigger] numID=22; aliasID=;
topX=16;topY=28;btmX=19;btmY=28;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=22; effectID=travel_point; sValue=zBeach0e; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



